id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,price_quote_raw,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
583694441707961507,https://www.airbnb.com/rooms/583694441707961507,20260627225958,2026-06-28,city scrape,Bright Spacious SYP Room in Shared Flat 6F walkup,"Want to stay close to Central and Soho?<br /><br />This apartment is located along Des Voeux Road West, just 3 minute walk to Sai Ying Pun MTR station. All amenities included.<br /><br />Please note that this apartment is a six floor walk up.",,https://a0.muscache.com/pictures/hosting/Hosting-583694441707961507/original/ba5b3296-6e7e-400a-8b72-10d305f63490.jpeg,23134064,https://www.airbnb.com/users/show/23134064,1465269088490707632,https://www.airbnb.com/users/profile/1465269088490707632,Dustin,,11,7,11,0,Hong Kong,I'm fair and honest. And I try my best to empathize with others.,,,,t,,https://a0.muscache.com/im/users/23134064/profile_pic/1435208226/original.jpg?aki_policy=profile_x_medium,,37,,None,t,t,,Central & Western,,22.28709,114.14269,Private room in condo,Private room,1,1.0,1 private bath,1,1,"[""Cooking basics"", ""Kitchen"", ""TV"", ""Dedicated workspace"", ""Self check-in"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Lockbox"", ""Air conditioning"", ""Iron"", ""Hair dryer""]",$316.07,2026-09-01,2026-09-29,8850.00,316.07,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""8850"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""316.0714285714285714285714286"", ""nightly_subtotal"": null, ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""8849.42"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$8,849.42 HKD""}, {""amount"": ""8849.42"", ""item_type"": ""other"", ""description"": ""Total"", ""price_string"": ""$8,849.42 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-09-01"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-09-29""}}",28,365,28,28,365,365,28.0,365.0,,t,2,2,27,302,2026-06-28,1,0,0,124,0,0,0,2023-05-31,2023-05-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,37,0,37,0,0.03
595563569772712141,https://www.airbnb.com/rooms/595563569772712141,20260627225958,2026-06-28,city scrape,City Center Quiet Studio: 5 min walk to Jordan MTR,"Located in bustling Jordan area. <br /><br />Well maintained building with security guard. 9th floor with elevator <br /><br />Super time saver and you have every type of shop, restaurant (halal/vegetarian options), great massage therapy, temple Street market + numberous famous landmarks nearby. <br /><br />Next to Nathan Road - and leads directly down to HK famous skyline <br /><br />Within 5 minutes walk to Jordan MTR - Very central location. <br /><br />Quick WiFi, 7-11 directly downstairs.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTk1NTYzNTY5NzcyNzEyMTQx/original/26782e25-4431-4b89-ab6e-2e0c8ddcb363.jpeg,3820308,https://www.airbnb.com/users/show/3820308,1462532040747278765,https://www.airbnb.com/users/profile/1462532040747278765,David,,13,8,13,8,Hong Kong,"Dear guests and friends 

MONTHLY BOOKNGS (28 DAYS +)
There is a big discount . Booker is responsible for paying their own electricity (with meter next to the unit) 

*Important!! Please, Make sure your booking dates are correct - we cannot offer change of date, which means it is non-refundable.

Stable fast WiFi, Air conditioning, Private kitchenette & Private washroom in all properties (nothing is shared)

Thank you! 
DT",,,,t,,https://a0.muscache.com/im/pictures/user/afed9452-021a-414a-8e4b-4f24aa98b449.jpg?aki_policy=profile_x_medium,,26,,None,t,t,,Yau Tsim Mong,,22.30695,114.17142,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,2,"[""Heating"", ""Hangers"", ""Cooking basics"", ""Air conditioning"", ""Pets allowed"", ""Shampoo"", ""Essentials"", ""Washer"", ""Hot water"", ""Paid parking off premises"", ""Elevator"", ""TV"", ""Iron"", ""Long term stays allowed"", ""Hair dryer"", ""Smart lock"", ""Kitchen"", ""Dedicated workspace"", ""Self check-in"", ""Wifi""]",$693.00,2026-06-30,2026-07-01,693.00,693.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""693"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""693"", ""nightly_subtotal"": ""692.44"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""692.44"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $692.44 HKD"", ""price_string"": ""$692.44 HKD""}, {""amount"": ""692.44"", ""item_type"": ""other"", ""description"": ""Total"", ""price_string"": ""$692.44 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-30"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-01""}}",1,365,1,1,365,365,1.0,365.0,,t,28,58,88,269,2026-06-28,22,6,0,185,8,36,24948,2024-03-03,2026-05-12,4.73,4.73,4.64,4.5,4.64,4.86,4.55,,,24,24,0,0,0.78
601948751882964775,https://www.airbnb.com/rooms/601948751882964775,20260627225958,2026-06-28,city scrape,全新阳光 维多利亚烟花 海景房出租 可以短租 按天计算 也可长租,"Newly renovated, the carpet and furniture are all new, hoping to find a kindred spirit who loves to take care of the house and is clean, you get what you pay for",,https://a0.muscache.com/pictures/680c44e4-b7c9-4c68-a963-d246ad1eb5a7.jpg,366834303,https://www.airbnb.com/users/show/366834303,1469739453207145721,https://www.airbnb.com/users/profile/1469739453207145721,Joanna,,5,9,5,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/5b0453d4-79ed-4d55-8de2-af9f767c3ff8.jpg?aki_policy=profile_x_medium,,4,,None,t,t,,Yau Tsim Mong,,22.302853,114.184715,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,2,2,"[""Washer"", ""Air conditioning"", ""Dedicated workspace"", ""TV"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Private entrance"", ""Gym"", ""Hot water"", ""Dryer"", ""Wifi"", ""Elevator""]","$3,982.33",2026-06-28,2026-07-01,11947.00,3982.33,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""11947"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""3982.333333333333333333333333"", ""nightly_subtotal"": ""11946.89"", ""discounted_subtotal"": ""11946.89"", ""raw_price_line_items"": [{""amount"": ""11946.89"", ""item_type"": ""nightly_subtotal"", ""description"": ""3 nights x $3,982.30 HKD"", ""price_string"": ""$11,946.89 HKD""}, {""amount"": ""11946.89"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$11,946.89 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-28"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-01""}}",3,1125,3,3,1125,1125,3.0,1125.0,,t,30,60,90,365,2026-06-28,0,0,0,187,0,0,0,,,,,,,,,,,,4,4,0,0,
603101325675533494,https://www.airbnb.com/rooms/603101325675533494,20260627225958,2026-06-28,city scrape,Modern + cosy 1 bed apartment with office in TST,"This private flat is perfect for a couple or someone on their own. Light and bright 1 bedroom, modern and cosy with a fully equipped kitchen, spacious lounge, and bathroom with a shower.<br /><br />Located 2 minute walk from Tsim Sha Tsui MTR station. Plenty of lovely cafes and restaurants nearby. Also a 5 minute walk from the waterfront and Victoria Harbour.",,https://a0.muscache.com/pictures/hosting/Hosting-603101325675533494/original/ea3fd822-ba38-4176-bc77-15c402884205.jpeg,88844196,https://www.airbnb.com/users/show/88844196,1467077875890945889,https://www.airbnb.com/users/profile/1467077875890945889,Katie,,9,10,4,2,Hong Kong,,,,,f,,https://a0.muscache.com/im/pictures/user/6b41eae6-5d44-4636-9a06-24b3d919fc84.jpg?aki_policy=profile_x_medium,,1,,None,t,t,,Yau Tsim Mong,,22.299585,114.174026,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Hangers"", ""Cooking basics"", ""Freezer"", ""Air conditioning"", ""Lockbox"", ""Hot water kettle"", ""Washer"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Elevator"", ""Iron"", ""Bed linens"", ""Blender"", ""Stove"", ""Kitchen"", ""Dishes and silverware"", ""Dedicated workspace"", ""Self check-in"", ""Shower gel"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Cleaning products"", ""Dining table"", ""Body soap""]","$1,185.80",2026-07-09,2026-07-14,5929.00,1185.80,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""5929"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""1185.8"", ""nightly_subtotal"": ""5928.41"", ""discounted_subtotal"": ""5928.41"", ""raw_price_line_items"": [{""amount"": ""5928.41"", ""item_type"": ""nightly_subtotal"", ""description"": ""5 nights x $1,185.68 HKD"", ""price_string"": ""$5,928.41 HKD""}, {""amount"": ""5928.41"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$5,928.41 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-09"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-14""}}",5,30,5,5,30,30,5.0,30.0,,t,19,49,54,54,2026-06-28,1,0,0,54,0,0,0,2022-06-30,2022-06-30,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,1,1,0,0,0.02
603347690573398554,https://www.airbnb.com/rooms/603347690573398554,20260627225958,2026-06-28,city scrape,"Large 3 bedroom designer apartment, huge terrace","This large bright family apartment is located in trendy Tai Hang Village. 3 bedrooms; a queen with side study, single bedroom with a bed and cot and baby room with a cot. We have a baby and a toddler so have 2 highchairs and toys. <br /><br />We're a short stroll from cafes (Fine print!), restaurants, Victoria Park and Causeway Bay but the apartment is super quiet and peaceful. <br />The queen bedroom opens up to a huge terrace with sea and mountain views, comfy couches, a dining table, outdoor fan and a BBQ.",,https://a0.muscache.com/pictures/miso/Hosting-603347690573398554/original/34254424-86d6-4b7f-8c25-ee1c4165a03b.jpeg,9479239,https://www.airbnb.com/users/show/9479239,1462815176519364134,https://www.airbnb.com/users/profile/1462815176519364134,Maria,,12,8,10,11,Hong Kong,"",,,,f,,https://a0.muscache.com/im/pictures/user/aec39be6-70c7-4425-9c94-658d72b59320.jpg?aki_policy=profile_x_medium,,1,,None,t,t,,Wan Chai,,22.27878,114.19095,Entire rental unit,Entire home/apt,5,2.0,2 baths,3,3,"[""Harbor view"", ""Cooking basics"", ""City skyline view"", ""Conditioner"", ""Freezer"", ""Air conditioning"", ""Hot water kettle"", ""Shampoo"", ""Children\u2019s books and toys"", ""Washer"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Standalone high chair"", ""TV"", ""Iron"", ""Mountain view"", ""Bed linens"", ""Sea view"", ""Blender"", ""First aid kit"", ""Stove"", ""Exercise equipment"", ""Kitchen"", ""Dishes and silverware"", ""Dedicated workspace"", ""Bathtub"", ""Crib"", ""Wifi"", ""BBQ grill"", ""Cleaning products"", ""Single level home"", ""Dining table"", ""Body soap"", ""Oven""]","$5,478.00",2026-07-01,2026-07-02,5478.00,5478.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""5478"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""5478"", ""nightly_subtotal"": ""5477.65"", ""discounted_subtotal"": ""5477.65"", ""raw_price_line_items"": [{""amount"": ""5477.65"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $5,477.65 HKD"", ""price_string"": ""$5,477.65 HKD""}, {""amount"": ""5477.65"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$5,477.65 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-01"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-02""}}",1,365,1,1,365,365,1.0,365.0,,t,27,57,62,148,2026-06-28,2,0,0,148,0,0,0,2023-11-19,2023-12-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,1,1,0,0,0.06
606072809479328689,https://www.airbnb.com/rooms/606072809479328689,20260627225958,2026-06-28,city scrape,"Seaview Villa with Rooftop, Garden & Maid Service","Experience Serenity by the Sea in Clearwater Bay. <br /><br />Escape to our peaceful, tropical villa. Enjoy stunning sea views, a beachfront setting, and a private rooftop and patio with an outdoor kitchen, seating area, and dining table. On cooler evenings, cozy up by the indoor fireplace while listening to the soothing sound of waves. Our friendly maid, Elah, is available to prepare delicious meals upon request (additional charge), and our gentle family dog, Pino, will charm kids and adults alike.",,https://a0.muscache.com/pictures/hosting/Hosting-606072809479328689/original/c154b149-8ca1-4c87-af56-7d9b8177585d.jpeg,6563725,https://www.airbnb.com/users/show/6563725,1462709639819959695,https://www.airbnb.com/users/profile/1462709639819959695,Jan-Eric,,13,1,4,2,Hong Kong,":) Hi there, we had already booked this apartment, but I had to cancel because my mom had an accident. It looks like she's better than I thought, and so I should be able to travel. Looking forward to seeing you on Sunday.",,,,f,,https://a0.muscache.com/im/pictures/user/User/original/1de3e1e5-5e19-4756-b2f8-799a457abe2e.jpeg?aki_policy=profile_x_medium,,1,,None,t,t,,Sai Kung,,22.30453,114.28883,Entire villa,Entire home/apt,5,3.5,3.5 baths,3,,"[""Hangers"", ""Cooking basics"", ""Heating - split type ductless system"", ""Private backyard"", ""Gas stove"", ""Miele oven"", ""Clothing storage: walk-in closet and closet"", ""Freezer"", ""Free dryer \u2013 In building"", ""Air conditioning"", ""Fire pit"", ""Hot water kettle"", ""Subzero refrigerator"", ""Washer"", ""Hot water"", ""Wine glasses"", ""Drying rack for clothing"", ""Microwave"", ""Coffee maker: espresso machine"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Coffee"", ""Indoor fireplace: wood-burning"", ""Dishwasher"", ""Private outdoor kitchen"", ""Rice maker"", ""TV"", ""Beach essentials"", ""Barbecue utensils"", ""Iron"", ""Long term stays allowed"", ""Free parking on premises"", ""Hair dryer"", ""Private patio or balcony"", ""Bed linens"", ""Solar panels"", ""First aid kit"", ""Outdoor furniture"", ""Exercise equipment"", ""Kitchen"", ""Dishes and silverware"", ""Dedicated workspace"", ""Bathtub"", ""Toaster"", ""Shower gel"", ""Wifi"", ""Fire extinguisher"", ""BBQ grill"", ""EV charger - level 2, tesla only"", ""Dining table"", ""Body soap"", ""Beach access"", ""Sonos (indoor on all floors and outside) sound system""]","$5,988.14",2026-06-30,2026-07-03,17964.41,5988.14,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""17964.41"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""5988.136666666666666666666667"", ""nightly_subtotal"": ""17964.41"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""17964.41"", ""item_type"": ""nightly_subtotal"", ""description"": ""3 nights x $5,988.14 HKD"", ""price_string"": ""$17,964.41 HKD""}, {""amount"": ""17964.41"", ""item_type"": ""other"", ""description"": ""Total"", ""price_string"": ""$17,964.41 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-30"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-03""}}",2,30,2,3,30,30,2.2,30.0,,t,28,58,62,250,2026-06-28,10,2,0,101,1,12,71858,2022-07-07,2026-02-20,5.0,5.0,4.8,4.7,5.0,4.7,4.8,,,1,1,0,0,0.21
606341002531983659,https://www.airbnb.com/rooms/606341002531983659,20260627225958,2026-06-28,city scrape,Room in a huge apartment with private rooftop,"Spacious and luminous furnitured room in a huge and calm flat. Shared with two European people. You will have all that you need in a big space, also with a huge rooftop where you can relax or do your work out :)<br />In a really convinient area, mtr just in the corner and all kind of stores and restaurants around. All that you need during your stay in HK! <br />Near to the amazing area of Mong Kok.<br />Long term stay admited",,https://a0.muscache.com/pictures/6b94d0c4-3a99-4a8f-9df5-8866e1283b97.jpg,154488776,https://www.airbnb.com/users/show/154488776,1468511880559171714,https://www.airbnb.com/users/profile/1468511880559171714,Stella,,8,8,4,2,,,,,,f,,https://a0.muscache.com/im/pictures/user/1f37aa84-597b-4323-9b66-5f6fbda62017.jpg?aki_policy=profile_x_medium,,1,,None,t,t,,Yau Tsim Mong,,22.31283,114.17135,Private room in rental unit,Private room,1,,1 shared bath,,1,"[""Hangers"", ""Cooking basics"", ""Freezer"", ""Air conditioning"", ""Hot water kettle"", ""Cleaning available during stay"", ""Washer"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Drying rack for clothing"", ""Microwave"", ""Outdoor dining area"", ""Room-darkening shades"", ""Coffee maker"", ""Rice maker"", ""Clothing storage: closet"", ""TV"", ""Iron"", ""Hair dryer"", ""Private patio or balcony"", ""Bed linens"", ""Blender"", ""Stove"", ""Toaster"", ""Kitchen"", ""Dishes and silverware"", ""Dedicated workspace"", ""Bathtub"", ""Shower gel"", ""Lock on bedroom door"", ""Wifi"", ""Cleaning products"", ""Dining table"", ""Oven""]",$464.13,2026-07-01,2026-07-16,6962.00,464.13,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""6962"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""464.1333333333333333333333333"", ""nightly_subtotal"": ""6961.18"", ""discounted_subtotal"": ""6961.18"", ""raw_price_line_items"": [{""amount"": ""6961.18"", ""item_type"": ""nightly_subtotal"", ""description"": ""15 nights x $464.08 HKD"", ""price_string"": ""$6,961.18 HKD""}, {""amount"": ""6961.18"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$6,961.18 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-01"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-16""}}",15,365,15,15,365,365,15.0,365.0,,t,27,57,87,362,2026-06-28,4,0,0,184,0,0,0,2022-05-16,2024-05-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,1,0,1,0,0.08
608949409364981693,https://www.airbnb.com/rooms/608949409364981693,20260627225958,2026-06-28,city scrape,HKUST private toilet room（for long term only),"Close to the Science University, there is a direct bus to the Science University, very convenient.<br /><br />Rooms are equipped with beds, desks, wardrobes, bathrooms",,https://a0.muscache.com/pictures/52e566a6-0c2a-4682-b5e7-52ef9f5c3359.jpg,94933332,https://www.airbnb.com/users/show/94933332,1467144583695005098,https://www.airbnb.com/users/profile/1467144583695005098,Queenie,,9,9,8,6,,"",,,,f,,https://a0.muscache.com/im/pictures/user/6ea0c4b4-d6c7-4fe0-bf2a-268508be9700.jpg?aki_policy=profile_x_medium,,11,,None,t,t,,Sai Kung,,22.351895378727786,114.24988725256058,Private room in townhouse,Private room,2,0.5,Half-bath,,1,"[""Hangers"", ""Kitchen"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Pool"", ""Hot water"", ""Air conditioning"", ""Gym"", ""Free parking on premises"", ""Private living room"", ""Bed linens""]",$405.00,2026-06-29,2026-06-30,405.00,405.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""405"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""405"", ""nightly_subtotal"": ""404.85"", ""discounted_subtotal"": ""404.85"", ""raw_price_line_items"": [{""amount"": ""404.85"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $404.85 HKD"", ""price_string"": ""$404.85 HKD""}, {""amount"": ""404.85"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$404.85 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-06-30""}}",1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2026-06-28,0,0,0,186,0,0,0,,,,,,,,,,,,11,0,10,1,
609454525812519127,https://www.airbnb.com/rooms/609454525812519127,20260627225958,2026-06-28,city scrape,Mid-Levels 2 bedrooms apartment,Keep it simple at this peaceful and centrally-located place.,,https://a0.muscache.com/pictures/hosting/Hosting-609454525812519127/original/6574e282-7885-4500-b856-b5058bc0c45f.jpeg,451958240,https://www.airbnb.com/users/show/451958240,1470034521558465003,https://www.airbnb.com/users/profile/1470034521558465003,Amiee,,4,2,3,11,"London, United Kingdom",,,,,f,,https://a0.muscache.com/im/pictures/user/17b47f7a-1f5e-42f2-a1f3-d3a0d035b1f7.jpg?aki_policy=profile_x_medium,,1,,None,t,t,,Central & Western,,22.2814657,114.1510888,Entire rental unit,Entire home/apt,2,1.0,1 bath,2,,"[""Kitchen"", ""TV"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Air conditioning""]","$1,037.00",2026-06-30,2026-07-01,1037.00,1037.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""1037"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""1037"", ""nightly_subtotal"": ""1037.00"", ""discounted_subtotal"": ""1037.00"", ""raw_price_line_items"": [{""amount"": ""1037.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $1,037.00 HKD"", ""price_string"": ""$1,037.00 HKD""}, {""amount"": ""1037.00"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$1,037.00 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-30"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-01""}}",1,365,1,1,365,365,1.0,365.0,,t,28,58,88,269,2026-06-28,0,0,0,185,0,0,0,,,,,,,,,,,,1,1,0,0,
611403912713999207,https://www.airbnb.com/rooms/611403912713999207,20260627225958,2026-06-28,city scrape,Brand new bali 4.2 catamaran sailing boat,Reconnect with nature at this unforgettable escape.<br /><br />Brand new Bali 4.2 available for 10 hours or 24 hours charter.,,https://a0.muscache.com/pictures/5732f16d-8ac2-4ea5-8ba9-1a95f1e8989e.jpg,136742313,https://www.airbnb.com/users/show/136742313,1462954731883835978,https://www.airbnb.com/users/profile/1462954731883835978,Matthew,,9,0,4,4,Hong Kong,,,,,t,,https://a0.muscache.com/im/pictures/user/User-136742313/original/8e4767d4-5544-442b-bdc6-0cdfd85b19f5.jpeg?aki_policy=profile_x_medium,,2,,None,t,t,,Southern,,22.24079,114.23251,Boat,Entire home/apt,16,3.0,3 baths,3,3,"[""First aid kit"", ""Kitchen"", ""Dedicated workspace"", ""Outdoor shower"", ""Washer"", ""Wifi"", ""Smoke alarm"", ""Fire extinguisher"", ""Air conditioning"", ""BBQ grill"", ""Outdoor dining area""]","$34,246.00",2026-06-29,2026-06-30,34246.00,34246.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""34246"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""34246"", ""nightly_subtotal"": ""34245.58"", ""discounted_subtotal"": ""34245.58"", ""raw_price_line_items"": [{""amount"": ""34245.58"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $34,245.58 HKD"", ""price_string"": ""$34,245.58 HKD""}, {""amount"": ""34245.58"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$34,245.58 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-06-29"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-06-30""}}",1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2026-06-28,0,0,0,186,0,0,0,,,,,,,,,,,,2,2,0,0,
612493520686674018,https://www.airbnb.com/rooms/612493520686674018,20260627225958,2026-06-28,city scrape,"Spacious, Bright Bedroom in Sheung Wan",Spacious bedroom in Sheung Wan in a 4 bedroom shared flat. 3/F walk up.,,https://a0.muscache.com/pictures/miso/Hosting-612493520686674018/original/b6f1f36b-06d0-430e-bb36-23f433c646f9.jpeg,23134064,https://www.airbnb.com/users/show/23134064,1465269088490707632,https://www.airbnb.com/users/profile/1465269088490707632,Dustin,,11,7,11,0,Hong Kong,I'm fair and honest. And I try my best to empathize with others.,,,,t,,https://a0.muscache.com/im/users/23134064/profile_pic/1435208226/original.jpg?aki_policy=profile_x_medium,,37,,None,t,t,,Central & Western,,22.28379,114.15385,Private room in condo,Private room,1,2.0,2 shared baths,1,,"[""Cooking basics"", ""Kitchen"", ""Dishes and silverware"", ""TV"", ""Self check-in"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Lockbox"", ""Air conditioning"", ""Iron"", ""Hair dryer""]",$327.00,2026-08-01,2026-08-29,9156.00,327.00,"{""quote"": {""taxes"": null, ""currency"": ""HKD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""9156"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""327"", ""nightly_subtotal"": null, ""discounted_subtotal"": ""9155.04"", ""raw_price_line_items"": [{""amount"": ""9155.04"", ""item_type"": ""other"", ""description"": ""Average monthly price"", ""price_string"": ""$9,155.04 HKD""}, {""amount"": ""9155.04"", ""item_type"": ""discounted_subtotal"", ""description"": ""Price after discount"", ""price_string"": ""$9,155.04 HKD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-08-01"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-08-29""}}",28,365,28,28,365,365,28.0,365.0,,t,0,26,56,331,2026-06-28,2,0,0,153,0,0,0,2023-04-22,2023-06-04,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,,37,0,37,0,0.05
